0.732422	-98.117531
1.464844	-99.150414
2.197266	-99.901009
2.929688	-99.970169
3.662109	-100.109100
4.394531	-100.163162
5.126953	-99.921509
5.859375	-99.563835
6.591797	-99.596161
7.324219	-98.686928
8.056641	-99.015137
8.789063	-99.677475
9.521484	-99.839241
10.253906	-100.227150
10.986328	-100.202667
11.718750	-100.151283
12.451172	-99.663612
13.183594	-99.406410
13.916016	-99.878822
14.648438	-99.999214
15.380859	-99.558113
16.113281	-98.968658
16.845703	-98.917725
17.578125	-98.694359
18.310547	-98.985535
19.042969	-99.289558
19.775391	-98.758904
20.507813	-98.678810
21.240234	-98.730003
21.972656	-98.771393
22.705078	-98.274117
23.437500	-98.357056
24.169922	-98.964645
24.902344	-98.870918
25.634766	-98.336945
26.367188	-97.691147
27.099609	-97.660591
27.832031	-97.859344
28.564453	-97.781975
29.296875	-97.352859
30.029297	-96.974327
30.761719	-97.268990
31.494141	-96.905602
32.226563	-95.951920
32.958984	-96.170738
33.691406	-95.648621
34.423828	-95.409218
35.156250	-95.200829
35.888672	-94.853905
36.621094	-93.857780
37.353516	-93.360077
38.085938	-93.017296
38.818359	-92.803726
39.550781	-92.726982
40.283203	-92.737717
41.015625	-92.198997
41.748047	-91.427856
42.480469	-91.603371
43.212891	-90.858749
43.945313	-90.363220
44.677734	-90.480286
45.410156	-90.054779
46.142578	-88.669655
46.875000	-87.931519
47.607422	-87.870689
48.339844	-88.214539
49.072266	-88.404633
49.804688	-88.073112
50.537109	-87.352196
51.269531	-87.136154
52.001953	-86.875107
52.734375	-87.305847
53.466797	-86.713158
54.199219	-85.621986
54.931641	-85.338150
55.664063	-85.355225
56.396484	-84.965439
57.128906	-84.458275
57.861328	-83.970879
58.593750	-83.338722
59.326172	-77.340195
60.058594	-73.309784
60.791016	-78.318367
61.523438	-83.865417
62.255859	-84.385910
62.988281	-84.083832
63.720703	-83.804466
64.453125	-83.858047
65.185547	-84.082680
65.917969	-84.510582
66.650391	-84.944984
67.382813	-84.280327
68.115234	-83.937454
68.847656	-84.796120
69.580078	-84.982269
70.312500	-85.047508
71.044922	-84.597969
71.777344	-84.370857
72.509766	-84.154488
73.242188	-84.015762
73.974609	-83.446609
74.707031	-83.012909
75.439453	-82.802811
76.171875	-83.028236
76.904297	-83.091286
77.636719	-83.069778
78.369141	-82.552002
79.101563	-82.284416
79.833984	-82.203667
80.566406	-82.117561
81.298828	-82.813469
82.031250	-81.888649
82.763672	-81.377731
83.496094	-81.592682
84.228516	-80.783852
84.960938	-80.512390
85.693359	-80.909767
86.425781	-80.557167
87.158203	-80.168655
87.890625	-79.429283
88.623047	-78.614662
89.355469	-78.495300
90.087891	-77.901314
90.820313	-77.041801
91.552734	-76.172668
92.285156	-75.444008
93.017578	-74.452644
93.750000	-74.549431
94.482422	-74.134773
95.214844	-73.097061
95.947266	-72.080582
96.679688	-71.551041
97.412109	-70.697304
98.144531	-70.007225
98.876953	-68.551491
99.609375	-67.635117
100.341797	-67.339439
101.074219	-67.566689
101.806641	-66.508148
102.539063	-65.726166
103.271484	-65.324425
104.003906	-64.504570
104.736328	-64.737579
105.468750	-64.545944
106.201172	-64.434219
106.933594	-64.586235
107.666016	-64.564896
108.398438	-64.331924
109.130859	-63.626694
109.863281	-63.281361
110.595703	-62.875561
111.328125	-61.450169
112.060547	-61.162567
